Subplot	Taxon	Cover	Comments	Insert user	Insert time	Update user	Update time
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 5	Poa glauca (Blásveifgras)	•		nna.stella	02-09-2025 10:18		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 5	Armeria maritima (Geldingahnappur)	1		nna.stella	02-09-2025 10:18		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 5	Salix herbacea (Grasvíðir)	2		nna.stella	02-09-2025 10:18		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 3	Calamagrostis neglecta (Hálmgresi)	•		nv.jakob	02-09-2025 10:18		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 4	Calamagrostis neglecta (Hálmgresi)	•		nv.jakob	02-09-2025 10:18		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 5	Equisetum arvense	•		nna.stella	02-09-2025 10:19		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 3	Calluna vulgaris (Beitilyng)	1		nv.jakob	02-09-2025 10:19		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 5	Bistorta vivipara (Kornsúra)	•		nna.stella	02-09-2025 10:19		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 5	Cardamine pratensis (Hrafnaklukka)	•		nv.jakob	02-09-2025 10:19		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 5	Silene acaulis (Lambagras)	+		nna.stella	02-09-2025 10:19		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 3	Carex capillaris (Hárleggjastör)	•		nv.jakob	02-09-2025 10:19		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 5	Minuartia rubella (Melanóra)	•		nna.stella	02-09-2025 10:19		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 0	Carex chordorrhiza (Vetrarkvíðastör)	•		nv.jakob	02-09-2025 10:19		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 5	Cerastium alpinum	•		nna.stella	02-09-2025 10:19		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 5	Festuca rubra (Vingull)	+		nna.stella	02-09-2025 10:19		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 1	Carex nigra (Mýrastör)	+		nv.jakob	02-09-2025 10:20		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 3	Carex nigra (Mýrastör)	+		nv.jakob	02-09-2025 10:20		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 2	Carex nigra (Mýrastör)	2		nv.jakob	02-09-2025 10:20		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 5	Carex nigra (Mýrastör)	2		nv.jakob	02-09-2025 10:20		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 6	Carex rariflora (Hengistör)	•		nv.jakob	02-09-2025 10:20		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 1	Carex rostrata (Tjarnastör)	1		nv.jakob	02-09-2025 10:20		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 2	Carex rostrata (Tjarnastör)	1		nv.jakob	02-09-2025 10:20		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 5	Carex rostrata (Tjarnastör)	1		nv.jakob	02-09-2025 10:20		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 3	Carex rostrata (Tjarnastör)	2		nv.jakob	02-09-2025 10:20		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 4	Carex rostrata (Tjarnastör)	2		nv.jakob	02-09-2025 10:21		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 6	Carex rostrata (Tjarnastör)	2		nv.jakob	02-09-2025 10:21		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 1	Empetrum nigrum (Krækilyng)	2		nv.jakob	02-09-2025 10:21		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 3	Empetrum nigrum (Krækilyng)	2		nv.jakob	02-09-2025 10:21		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 4	Empetrum nigrum (Krækilyng)	1		nv.jakob	02-09-2025 10:21		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 6	Empetrum nigrum (Krækilyng)	1		nv.jakob	02-09-2025 10:21		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 6	Euphrasia frigida (Augnfró)	•		nna.stella	02-09-2025 10:21		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 6	Luzula spicata (Axhæra)	•		nna.stella	02-09-2025 10:21		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 6	Armeria maritima (Geldingahnappur)	1		nna.stella	02-09-2025 10:22		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 6	Cerastium alpinum	•		nna.stella	02-09-2025 10:22		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 6	Agrostis stolonifera (Skriðlíngresi)	+		nna.stella	02-09-2025 10:22		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 6	Festuca rubra (Vingull)	•		nna.stella	02-09-2025 10:24		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 6	Sagina nivalis (Snækrækill)	•		nna.stella	02-09-2025 10:24		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 5	Equisetum palustre (Mýrelfting)	•		nv.jakob	02-09-2025 10:24		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 6	Equisetum palustre (Mýrelfting)	•		nv.jakob	02-09-2025 10:24		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 5	Festuca rubra (Vingull)	•		nv.jakob	02-09-2025 10:24		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 0	Festuca vivipara (Blávingull)	•		nv.jakob	02-09-2025 10:26		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 0	Filipendula ulmaria (Mjaðjurt)	•		nv.jakob	02-09-2025 10:26		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 5	Galium normanii (Hvítmaðra)	•		nv.jakob	02-09-2025 10:28		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 2	Galium normanii (Hvítmaðra)	+		nv.jakob	02-09-2025 10:28		
13098 - Vöktun náttúruverndarsvæða - MY-69-04 - 08-08-2025 - 4	Galium normanii (Hvítmaðra)	1		nv.jakob	02-09-2025 10:29		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 2	Agrostis stolonifera (Skriðlíngresi)	•		nv.jakob	02-09-2025 10:38		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 4	Agrostis stolonifera (Skriðlíngresi)	•		nv.jakob	02-09-2025 10:38		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 1	Agrostis vinealis (Týtulíngresi)	+		nv.jakob	02-09-2025 10:38		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 5	Agrostis vinealis (Týtulíngresi)	1		nv.jakob	02-09-2025 10:38		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 5	Betula nana (Fjalldrapi)	2		nv.jakob	02-09-2025 10:38		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 1	Betula nana (Fjalldrapi)	2		nv.jakob	02-09-2025 10:38		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 1	Empetrum nigrum (Krækilyng)	4		nv.jakob	02-09-2025 10:39		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 6	Empetrum nigrum (Krækilyng)	4		nv.jakob	02-09-2025 10:39		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 2	Empetrum nigrum (Krækilyng)	5		nv.jakob	02-09-2025 10:39		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 3	Empetrum nigrum (Krækilyng)	5		nv.jakob	02-09-2025 10:39		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 4	Empetrum nigrum (Krækilyng)	3		nv.jakob	02-09-2025 10:39		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 5	Empetrum nigrum (Krækilyng)	3		nv.jakob	02-09-2025 10:39		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 1	Festuca vivipara (Blávingull)	•		nv.jakob	02-09-2025 10:39		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 0	Calamagrostis neglecta (Hálmgresi)	•		nv.jakob	02-09-2025 10:39		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 0	Calluna vulgaris (Beitilyng)	•		nv.jakob	02-09-2025 10:39		
13098 - Vöktun náttúruverndarsvæða - SN-40-01 - 11-08-2025 - 0	Festuca rubra (Vingull)	•		nv.jakob	02-09-2025 10:39		
13098 - Vöktun náttúruverndarsvæða - S26-1 - 14-08-2025 - 1	Viscaria alpina (Ljósberi)	•		nna.stella	17-09-2025 13:36		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 1	Calluna vulgaris (Beitilyng)	•		nattsa.holmfridur	23-10-2025 14:36		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 1	Campanula rotundifolia (Bláklukka)	•		nattsa.holmfridur	23-10-2025 14:36		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 1	Empetrum nigrum (Krækilyng)	2		nattsa.holmfridur	23-10-2025 14:37		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 1	Festuca richardsonii	2		nattsa.holmfridur	23-10-2025 14:41		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 1	Thymus praecox (Blóðberg)	+		nattsa.holmfridur	23-10-2025 14:42		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 1	Arabidopsis petraea (Melablóm)	+		nattsa.holmfridur	23-10-2025 14:43		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 1	Galium verum (Gulmaðra)	+		nattsa.holmfridur	23-10-2025 14:44		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 1	Saxifraga oppositifolia (Vetrarblóm)	+		nattsa.holmfridur	23-10-2025 14:44		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 2	Calluna vulgaris (Beitilyng)	1		nattsa.holmfridur	23-10-2025 14:48		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 2	Campanula rotundifolia (Bláklukka)	•		nattsa.holmfridur	23-10-2025 14:49		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 2	Empetrum nigrum (Krækilyng)	2		nattsa.holmfridur	23-10-2025 14:49		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 2	Festuca richardsonii	•		nattsa.holmfridur	23-10-2025 14:49		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 2	Thymus praecox (Blóðberg)	•		nattsa.holmfridur	23-10-2025 14:50		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 2	Luzula multiflora	•		nattsa.holmfridur	23-10-2025 14:50		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 2	Cerastium fontanum (Vegarfi)	•		nattsa.holmfridur	23-10-2025 14:50		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 3	Bistorta vivipara (Kornsúra)	+		nattsa.holmfridur	23-10-2025 14:53		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 3	Calluna vulgaris (Beitilyng)	+		nattsa.holmfridur	23-10-2025 14:54		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 3	Campanula rotundifolia (Bláklukka)	•		nattsa.holmfridur	23-10-2025 14:54		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 3	Empetrum nigrum (Krækilyng)	2		nattsa.holmfridur	23-10-2025 14:54		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 3	Festuca richardsonii	+		nattsa.holmfridur	23-10-2025 14:54		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 3	Festuca vivipara (Blávingull)	•		nattsa.holmfridur	23-10-2025 14:54		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 3	Thymus praecox (Blóðberg)	+		nattsa.holmfridur	23-10-2025 14:54		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 3	Luzula multiflora	+		nattsa.holmfridur	23-10-2025 14:55		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 3	Cerastium fontanum (Vegarfi)	•		nattsa.holmfridur	23-10-2025 14:55		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 4	Alchemilla alpina (Ljónslappi)	•		nattsa.holmfridur	23-10-2025 14:59		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 4	Betula pubescens (Birki)	1		nattsa.holmfridur	23-10-2025 14:59		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 4	Calluna vulgaris (Beitilyng)	+		nattsa.holmfridur	23-10-2025 14:59		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 4	Empetrum nigrum (Krækilyng)	+		nattsa.holmfridur	23-10-2025 15:00		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 4	Festuca richardsonii	•		nattsa.holmfridur	23-10-2025 15:00		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 4	Festuca vivipara (Blávingull)	•		nattsa.holmfridur	23-10-2025 15:00		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 4	Galium normanii (Hvítmaðra)	•		nattsa.holmfridur	23-10-2025 15:00		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 4	Silene uniflora (Holurt)	+		nattsa.holmfridur	23-10-2025 15:01		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 4	Cerastium fontanum (Vegarfi)	•		nattsa.holmfridur	23-10-2025 15:01		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 5	Dryas octopetala (Holtasóley)	+		nattsa.holmfridur	23-10-2025 15:04		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 6	Alchemilla alpina (Ljónslappi)	+		nattsa.holmfridur	23-10-2025 15:07		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 6	Betula pubescens (Birki)	1		nattsa.holmfridur	23-10-2025 15:07		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 6	Bistorta vivipara (Kornsúra)	•		nattsa.holmfridur	23-10-2025 15:07		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 6	Calluna vulgaris (Beitilyng)	2		nattsa.holmfridur	23-10-2025 15:07		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 6	Empetrum nigrum (Krækilyng)	2		nattsa.holmfridur	23-10-2025 15:08		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 6	Festuca richardsonii	•		nattsa.holmfridur	23-10-2025 15:08		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 6	Hieracium (Undafíflar)	•		nattsa.holmfridur	23-10-2025 15:08		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 6	Kobresia myosuroides (Þursaskegg)	+		nattsa.holmfridur	23-10-2025 15:09		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 7	Agrostis vinealis (Týtulíngresi)	•		nattsa.holmfridur	23-10-2025 15:11		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 7	Erigeron borealis (Jakobsfífill)	•		nattsa.holmfridur	23-10-2025 15:11		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 7	Luzula spicata (Axhæra)	•		nattsa.holmfridur	23-10-2025 15:11		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 7	Platanthera hyperborea (Friggjargras)	•		nattsa.holmfridur	23-10-2025 15:12		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 7	Salix lanata (Loðvíðir)	•		nattsa.holmfridur	23-10-2025 15:12		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 7	Salix phylicifolia (Gulvíðir)	•		nattsa.holmfridur	23-10-2025 15:12		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 7	Silene acaulis (Lambagras)	•		nattsa.holmfridur	23-10-2025 15:12		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 7	Vaccinium uliginosum	•		nattsa.holmfridur	23-10-2025 15:12		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 7	Trifolium repens (Hvítsmári)	•		nattsa.holmfridur	23-10-2025 15:13		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 7	Equisetum variegatum (Beitieski)	•		nattsa.holmfridur	23-10-2025 15:14		
13098 - Vöktun náttúruverndarsvæða - SK-31-03 - 19-08-2025 - 7	Agrostis stolonifera (Skriðlíngresi)	•		nattsa.holmfridur	23-10-2025 15:14		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Bistorta vivipara (Kornsúra)	•		nattsa.maja	19-11-2025 09:21		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Campanula rotundifolia (Bláklukka)	+		nattsa.maja	19-11-2025 09:21		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Dryas octopetala (Holtasóley)	+		nattsa.maja	19-11-2025 09:21		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Empetrum nigrum (Krækilyng)	1		nattsa.maja	19-11-2025 09:22		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Equisetum variegatum (Beitieski)	•		nattsa.maja	19-11-2025 09:22		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Festuca vivipara (Blávingull)	•		nattsa.maja	19-11-2025 09:22		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Juncus trifidus (Móasef)	•		nattsa.maja	19-11-2025 09:22		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Kobresia myosuroides (Þursaskegg)	•		nattsa.maja	19-11-2025 09:23		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Erigeron borealis (Jakobsfífill)	+		nattsa.maja	19-11-2025 09:23		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Parnassia palustris (Mýrasóley)	•		nattsa.maja	19-11-2025 09:24		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Potentilla crantzii (Gullmura)	•		nattsa.maja	19-11-2025 09:24		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Rumex acetosa	•		nattsa.maja	19-11-2025 09:24		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Thalictrum alpinum (Brjóstagras)	•		nattsa.maja	19-11-2025 09:24		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Plantago maritima (Kattartunga)	1		nattsa.maja	19-11-2025 09:24		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Silene acaulis (Lambagras)	+		nattsa.maja	19-11-2025 09:25		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Thymus praecox (Blóðberg)	+		nattsa.maja	19-11-2025 09:25		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Vaccinium uliginosum	2		nattsa.maja	19-11-2025 09:25		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 1	Calluna vulgaris (Beitilyng)	+		nattsa.maja	19-11-2025 09:26		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Empetrum nigrum (Krækilyng)	2		nattsa.maja	19-11-2025 09:38		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Bistorta vivipara (Kornsúra)	•		nattsa.maja	19-11-2025 09:38		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Campanula rotundifolia (Bláklukka)	•		nattsa.maja	19-11-2025 09:39		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Cerastium alpinum	•		nattsa.maja	19-11-2025 09:39		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Dryas octopetala (Holtasóley)	•		nattsa.maja	19-11-2025 09:39		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Equisetum variegatum (Beitieski)	•		nattsa.maja	19-11-2025 09:39		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Galium normanii (Hvítmaðra)	•		nattsa.maja	19-11-2025 09:40		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Juncus trifidus (Móasef)	•		nattsa.maja	19-11-2025 09:40		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Kobresia myosuroides (Þursaskegg)	•		nattsa.maja	19-11-2025 09:40		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Parnassia palustris (Mýrasóley)	•		nattsa.maja	19-11-2025 09:40		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Rumex acetosa	•		nattsa.maja	19-11-2025 09:40		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Thymus praecox (Blóðberg)	•		nattsa.maja	19-11-2025 09:41		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Carex bigelowii	•		nattsa.maja	19-11-2025 09:41		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Luzula multiflora	•		nattsa.maja	19-11-2025 09:41		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 2	Vaccinium uliginosum	2		nattsa.maja	19-11-2025 09:41		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Agrostis vinealis (Týtulíngresi)	•		nattsa.maja	19-11-2025 09:45		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Bartsia alpina (Smjörgras)	•		nattsa.maja	19-11-2025 09:45		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Campanula rotundifolia (Bláklukka)	•		nattsa.maja	19-11-2025 09:45		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Equisetum variegatum (Beitieski)	•		nattsa.maja	19-11-2025 09:46		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Galium normanii (Hvítmaðra)	•		nattsa.maja	19-11-2025 09:46		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Kobresia myosuroides (Þursaskegg)	•		nattsa.maja	19-11-2025 09:46		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Armeria maritima (Geldingahnappur)	+		nattsa.maja	19-11-2025 09:46		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Bistorta vivipara (Kornsúra)	+		nattsa.maja	19-11-2025 09:46		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Dryas octopetala (Holtasóley)	1		nattsa.maja	19-11-2025 09:46		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Calluna vulgaris (Beitilyng)	2		nattsa.maja	19-11-2025 09:47		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Thymus praecox (Blóðberg)	•		nattsa.maja	19-11-2025 09:48		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Platanthera hyperborea (Friggjargras)	•		nattsa.maja	19-11-2025 09:48		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Tofieldia pusilla (Sýkigras)	•		nattsa.maja	19-11-2025 09:49		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 3	Salix herbacea (Grasvíðir)	+		nattsa.maja	19-11-2025 09:49		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Agrostis vinealis (Týtulíngresi)	•		nattsa.maja	19-11-2025 09:52		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Bartsia alpina (Smjörgras)	•		nattsa.maja	19-11-2025 09:52		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Bistorta vivipara (Kornsúra)	•		nattsa.maja	19-11-2025 09:52		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Campanula rotundifolia (Bláklukka)	•		nattsa.maja	19-11-2025 09:53		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Cerastium alpinum	•		nattsa.maja	19-11-2025 09:53		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Equisetum variegatum (Beitieski)	•		nattsa.maja	19-11-2025 09:53		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Festuca richardsonii	•		nattsa.maja	19-11-2025 09:54		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Juncus trifidus (Móasef)	•		nattsa.maja	19-11-2025 09:54		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Empetrum nigrum (Krækilyng)	2		nattsa.maja	19-11-2025 09:54		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Dryas octopetala (Holtasóley)	1		nattsa.maja	19-11-2025 09:54		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Armeria maritima (Geldingahnappur)	+		nattsa.maja	19-11-2025 09:54		
13098 - Vöktun náttúruverndarsvæða - SK-32-04 - 13-08-2025 - 4	Vaccinium uliginosum	2		nattsa.maja	19-11-2025 09:55		
